Player,Solo top1,Solo kd,Solo winRatio,Solo matches,Solo kills,Squads top1,Squads kd,Squads winRatio,Squads matches,Squads kills
ePandas Setunia,71,0.84,1.3,5579,4614,207,0.96,2.8,7440,6966
TD xKumu,458,3.29,9.2,4994,14940,964,3.18,11.2,8574,24234
Ψ king,80,1.15,1.6,4918,5554,117,1.52,3.1,3832,5637
Рlunger,123,1.9,2.3,5240,9734,434,2.21,5.5,7942,16605
DommyLlamaTTV,100,0.88,0.9,10726,9330,72,1.06,2,3635,3793
KZR Kevzter.,417,3.27,6.5,6379,19501,656,3.84,12.4,5275,17749
S.P.D Emergency,41,0.88,1.6,2490,2147,497,0.97,6.6,7534,6849
GW_Kurara,677,3.72,11.8,5746,18860,441,3.06,12.1,3639,9796
Sleptt,27,1.41,2,1352,1873,105,1.72,3.4,3085,5124
nоsh ӝ,76,2.06,4.3,1764,3476,617,2.88,11.5,5348,13612
Lewk.,476,2.97,6.2,7643,21320,727,2.86,8.5,8530,22330
Z DarkSide,163,1.61,3.8,4308,6658,503,1.72,5.4,9399,15312
Martyška,227,1,0.9,25343,25194,145,1.38,3.4,4255,5654
DonHyena,84,1.63,8,1054,1582,364,1.85,9.9,3685,6155
Mr Simba847,161,1.52,3.2,5009,7384,379,1.7,4.4,8600,14012
CH1LLMON,116,1.63,1.9,6124,9795,253,2.11,5.1,4950,9934
TTV.SkellySkillz,40,2.1,3.5,1128,2281,286,2.56,7.1,4008,9528
AdLeR ж,157,1.58,2.5,6398,9866,392,1.82,4.9,8014,13857
Santigold-,38,1.25,2.5,1518,1848,324,1.93,5.2,6241,11441
Donsuki,51,1.45,1.8,2768,3943,305,1.67,5.5,5525,8740
Рrеdator,533,3.08,9.6,5551,15463,810,3.53,12.7,6379,19640
Codek8 Twitch,662,2.48,9.4,7040,15843,250,1.75,3.5,7195,12154
Flyvende Poteter,236,2.1,4.9,4789,9561,671,2.51,6.6,10230,24021
404 ɛʀʀʀօʀ,158,1.37,2.8,5650,7550,387,1.36,3.6,10821,14182
MastaSel,86,1.78,3.5,2451,4202,674,2.69,10.5,6399,15394
WMC_BORO-FRBAMBI,110,0.91,2.5,4391,3885,245,1.08,3.4,7129,7454
Fredator_,29,0.98,1.9,1518,1452,260,1.21,3.6,7314,8536
Kronxs.,146,2.12,3.8,3888,7932,334,2.67,7.5,4436,10949
Twitch Princeps,256,2.64,12.1,2109,4888,808,3.31,16.5,4896,13520
Sky-Pizza,174,1.27,2,8812,10953,421,2.08,5.2,8020,15819
O B L I O,96,0.69,2.1,4522,3055,362,0.88,5.8,6258,5205
WAVE Seiyo,202,1.08,1.7,11786,12546,54,1.2,3,1788,2077
Casual Avi,487,3.27,16,3038,8350,248,1.8,8.5,2928,4837
RajmaaChawal,242,1.92,4.5,5332,9798,507,1.74,5.6,8994,14803
Royal 山,82,1,0.4,22157,22083,110,1.14,1.4,7728,8700
ITZZZ SHOHAM,51,0.99,0.6,8423,8250,125,1.22,1.1,11564,13958
it lovely kalil,218,0.85,1.8,12107,10051,204,1.28,4.1,4960,6109
はぴはむ_ぱぱ,353,4.27,16.8,2099,7460,471,4.18,16.2,2914,10203
Apulze,155,2.94,9.1,1695,4534,874,3.68,17.3,5039,15334
リロードくん,126,1.97,5.7,2223,4129,408,2.1,11,3712,6925
The. Assassin,430,2.43,4.7,9122,21115,578,3.05,8.1,7168,20076
Twitch LeDémon51,99,0.73,2.9,3367,2398,192,1.09,4.2,4597,4800
Kyrhox_iwnl,177,0.77,0.6,28798,22086,73,0.86,2.1,3450,2920
TMK_WheresWaldo,183,1.17,2.6,7009,7989,319,1.72,6.1,5188,8371
SayKamstar,395,1.65,5.1,7811,12257,542,1.9,6.1,8951,15967
Scoooter67,266,0.86,4.2,6353,5255,245,0.77,6.9,3556,2535
Owiipski,101,0.91,1.8,5752,5150,136,1.02,2.4,5667,5638
Vertex duszekk,430,2.01,4.5,9637,18533,619,2.29,7.4,8385,17768
wildcat user,129,1.77,1.9,6913,12012,226,1.97,2.8,8099,15478
TheDoobieDude,17,1.8,3.4,495,862,215,1.75,5.3,4065,6720
DR 404,351,1.87,3.6,9851,17777,773,2.14,9.4,8199,15889
ᵀʷᶦᵗᶜʰ Bala_Seca,52,1.5,2.1,2490,3658,194,2.16,5.4,3620,7408
Macman on Switch,39,1.15,4.2,924,1016,767,1.78,8.8,8762,14267
kaito 0109,208,1.04,4.2,4937,4940,165,1.41,5.2,3180,4250
ShockΖ,58,2.58,4.2,1370,3379,663,2.34,4.2,15824,35419
ItsMichaelaa,5,0.55,0.5,1068,582,376,0.74,2.7,13977,10119
Brasco en scred,93,1.03,2.8,3344,3338,200,1.29,4.9,4097,5013
Shahonti,28,1.11,8.8,320,325,368,1.3,6.4,5750,7006
Higs .,297,2.1,3.5,8488,17164,210,2.13,5.4,3920,7915
Roarrz,378,2.55,6.3,5984,14273,839,2.73,10,8403,20678
DknMR,36,0.73,0.6,6121,4451,29,0.86,0.8,3567,3026
Alehandro nespit,255,1.72,2.3,11046,18607,332,1.84,3.7,8909,15742
cr4zy_lucky,142,0.88,2.9,4948,4238,298,1.44,7.2,4157,5549
Anónimo tu vieja,58,1.41,1.6,3644,5056,196,1.66,3.3,6026,9657
DEMONNNN Jimm1x.,115,1.14,2.8,4116,4544,529,1.79,5.9,9013,15184
ASD ψ,97,1.66,1.4,6863,11234,172,2.17,3,5813,12246
Groot 69,331,1.36,2,16309,21716,299,1.38,2.3,13126,17711
St3vsム,376,1.1,3.2,11625,12408,593,2.64,11.1,5320,12461
Avgu57in,115,1.94,2.8,4045,7612,131,1.94,3.6,3597,6732
Vivoronte,152,1.34,3.3,4672,6039,363,1.54,6.6,5516,7939
f1ek4r,298,1.99,4.5,6650,12667,790,2.68,8.5,9312,22813
Luis_ ay лол,158,1.04,1.2,13111,13487,165,1.09,1.6,10436,11168
ＫＯ ＡＢＯ ＴＩＭ,29,1.01,0.7,3902,3896,62,0.99,1.9,3284,3189
Rekt loves Elo,644,3.5,13.8,4654,14018,868,3.48,13.3,6531,19683
TTV_wkCosmos,44,0.97,1.5,2974,2847,188,1.25,2.7,6842,8321
Renarsz,276,1.82,2,13553,24186,214,2.44,5.9,3655,8407
Lei Ya,38,0.86,2.8,1365,1143,559,2.8,15.1,3708,8820
TTV KTSLlama,317,1.21,1.6,20109,23950,225,1.61,5,4545,6961
amce big boss,263,0.84,1.9,14032,11562,162,1.14,3.2,5077,5616
N o b r u,155,1.37,3.2,4800,6342,303,1.57,4.7,6379,9512
янг savage,118,1.27,1.2,9649,12085,167,1.11,1.8,9030,9810
FB RobertoLNG,761,2.81,8.4,9063,23295,598,2.8,12.3,4865,11945
ジOh Yeah Uhh,23,0.61,0.7,3293,2007,132,0.75,3,4397,3193
Der-Unwendige,25,1.72,2.7,931,1555,239,2.75,8.7,2757,6934
PG MASSUGODHH,186,2.1,4.1,4517,9093,529,2.41,7.4,7119,15879
Twitch picaza,289,2.13,2.7,10570,21848,199,2.37,3.2,6170,14146
1iAmANiNja1,7,1.27,1,684,863,4,0.86,1,414,353
bz uchiha obito,208,1.61,2,10235,16142,220,1.89,3.4,6475,11800
ASSA6644,20,1.23,1.3,1561,1891,221,1.7,4.3,5164,8403
PackUrBagz TTV,419,2.6,6.5,6430,15606,565,3.17,11.2,5030,14145
Obie2x on twitch,144,1.4,1.7,8241,11364,256,1.54,3.5,7340,10917
Thorp sama,179,2.71,11,1633,3946,2067,3.42,24.2,8552,22151
FlowerPower44291,89,2.45,6.9,1298,2961,149,2.46,7.8,1918,4344
Y0KID,595,3.01,7.2,8318,23273,831,3.69,11.6,7136,23277
iroken22,14,1.18,4.2,332,375,340,4.09,17,1996,6767
GWAtv Zum,134,1.35,3.1,4312,5654,235,1.4,3.5,6649,9009
byangel-,772,1.64,6,12828,19759,750,2,8.2,9167,16792
ꓘush,12,1.32,1.5,800,1037,96,1.26,1.6,6042,7473
Mr. Mxrceloツ,475,1.96,4.3,10937,20496,358,2.07,5.5,6555,12842
Pato1327,148,0.98,1.5,9602,9284,143,0.99,1.9,7504,7289
32Leksa,139,1.49,1.5,9141,13412,166,1.86,3.6,4596,8249
LiLqki ツ,830,2.56,5.4,15386,37241,405,2.67,8.6,4683,11434
BabyFaceCro,55,1.13,2.3,2426,2677,122,1.06,3.5,3445,3519
User-2077da5d7e,7,0.08,0.1,5350,430,2,0.31,1.7,121,37
YouTubeZinnPanda,47,2.2,5.5,859,1789,205,2.8,10.5,1957,4908
Ched-,123,1.84,2.9,4254,7608,252,2.07,4.9,5178,10188
Barnabas6002,20,0.64,1.8,1103,689,63,1.1,6,1048,1083
MXR Mysti,137,1.27,2.2,6152,7667,508,2.01,6.6,7670,14431
sok maj bols,170,1.27,1.3,13394,16800,296,1.68,3.5,8535,13844
Supew Hess,54,2.13,4.3,1251,2555,299,2.57,7.6,3919,9297
nikitalfg,400,2.08,3.2,12425,25010,192,2.3,4.8,4016,8796
GRANDOT3_,348,1.74,3.8,9119,15251,411,2.13,6.7,6136,12211
NewD1splayName,213,1.12,2.3,9245,10136,285,1.29,4.7,6051,7448
Nebuchadnezzar -,156,1.11,2.4,6590,7131,202,1.13,3.8,5300,5784
DuNNNNNoo,115,1.06,1,10989,11519,146,1.44,2.7,5447,7610
Vipinchanu,86,1.76,7.2,1191,1947,728,1.66,13.8,5261,7513
Youtube Fredde1x,186,1.14,11.2,1658,1680,561,1.38,13.4,4176,4993
ＷΛＬＫΞＲ,126,0.99,2.2,5663,5460,588,1.24,6.5,9077,10527
patadura22,210,2.58,4.8,4343,10669,325,2.59,5.8,5581,13593
Sedii EL BOOMr,126,2.14,2.3,5441,11354,360,2.58,4.8,7473,18326
Lichos11,101,1.39,2.1,4872,6627,368,1.58,5,7350,11019
1ϟB R Y A Nっっ,77,0.81,1,7716,6197,151,1.16,1.6,9280,10623
VYA_HECTOR_93,29,1.04,2,1474,1504,136,1.41,3.1,4322,5905
claim noah74,279,2.01,4,7044,13569,1054,2.66,11.4,9242,21810
刀iaℬlø,179,1.46,2.2,8046,11465,246,1.64,3,8200,13080
Ionzz 78,811,2.91,12.6,6446,16408,1554,2.88,15,10366,25339
TSN_Maryan21,38,1.75,4.3,885,1483,114,1.63,3.7,3084,4854
filipe水,737,3.35,7.7,9589,29632,770,3.47,13.1,5858,17644
Virus AU,203,1.54,3.5,5872,8750,276,1.8,5.9,4648,7869
ThatGirlJasper,102,0.82,1.9,5452,4374,57,0.43,2.3,2476,1050
Fragger Wavy,110,1.5,1.2,9302,13809,174,1.61,2.1,8406,13261
Its W Key,195,1.62,3.1,6235,9815,241,1.52,3.8,6374,9327
LuckySnorlax,78,1.44,3.9,1975,2725,259,1.8,6,4347,7364
MarianFlorinYT,60,1.05,1.6,3804,3925,44,0.95,4.5,977,884
Esk DrickanHD,100,1.03,0.7,14543,14922,147,1.22,1.4,10234,12292
Martin MC_Fly,34,1.08,1.7,1988,2102,153,1.56,3.7,4099,6169
Moteram,34,0.83,0.4,7565,6237,110,0.9,3.1,3553,3101
Βατευτής,356,1.27,3.2,10957,13425,511,1.3,4.5,11447,14266
RB maxfar zones,288,2.23,5.7,5051,10611,508,2.47,8.9,5711,12853
Operator لTF2,1,0.59,0.5,196,115,58,0.93,5.3,1089,958
Quadrupeltje,104,0.76,1.5,7009,5257,132,0.84,1.6,8513,7056
Meloriax,489,2.71,8.5,5778,14339,379,2.67,8.4,4538,11087
sneakynav,29,1.31,1.8,1648,2124,264,1.56,7.6,3486,5030
Wilder_Beast96,57,1.83,2.5,2267,4039,340,1.89,4.1,8297,15047
CarrieJoDubsTTV,162,1.25,3.5,4657,5602,207,1.39,4.9,4234,5595
lem on ket,280,2.45,3.9,7241,17078,531,2.69,7.6,7016,17461
FA Fr1xioN,238,3.85,8.7,2737,9631,869,4.73,17.8,4882,18999
evillious,171,1.23,2.7,6364,7594,206,1.09,2.7,7649,8131
underPressureL,39,1.24,4.4,888,1050,55,1.05,2.6,2099,2146
Ace Blake,147,1.65,3.9,3774,5979,280,2.07,5.2,5410,10643
Taigerino.FB,271,1.57,2.9,9397,14372,487,2.29,11,4438,9061
K3MBO.,40,2.98,13.4,299,773,607,3.33,13,4680,13562
junalu,219,1.34,1.9,11831,15545,71,1.16,3.3,2176,2441
Don-Hosse,59,0.77,1,5733,4347,90,0.97,1.9,4654,4408
Critycal.exe,76,1.31,2.3,3259,4177,170,1.28,2.3,7427,9297
sugu cc,31,1.21,1.5,2020,2408,14,1.75,4.1,338,568
Back 2 da lobby,238,2.6,10.6,2248,5228,454,2.53,9.9,4591,10485
ɪx ɪᴛsғɪʟɪᴘᴇ ӝ,57,0.83,1,5434,4443,160,0.79,2.1,7707,5960
Cutie π,97,1.67,6,1616,2530,226,2.62,10.4,2169,5094
fungllll,49,2.47,6.1,804,1862,824,4.01,21.1,3898,12317
Dvourz ay лол,163,4.56,16,1016,3887,701,5.31,22.4,3123,12855
BM_BlackMamba_hd,14,0.87,2.1,664,568,119,1.26,4,2998,3620
mzamra,44,1.66,8.4,522,792,681,1.76,19.5,3490,4934
Mintie-,5,0.93,0.8,617,570,256,1.01,2.8,9015,8848
goose FN,0,1.03,0,30,31,12,2.15,12.8,94,176
BadPing.ExE,76,1.47,6.6,1145,1571,355,1.81,6.6,5345,9043
Exoph,707,4.75,13.7,5149,21080,1233,4.68,16.2,7618,29891
ARC Weliaz,1110,3.96,12.2,9128,31762,751,3.26,11.1,6761,19604
GL Nizzy,823,4.5,14.5,5672,21834,672,4.06,17.2,3908,13126
PieceConтrol Dan,306,1.48,2.9,10386,14896,276,1.77,4.2,6596,11203
Breeezツ,159,1.32,1.5,10447,13587,156,1.39,1.8,8853,12078
twitch patetafps,136,1.23,0.9,15900,19412,211,1.32,3.3,6470,8253
JoshM On ᴺᴼᵀ,117,1.39,1.9,6066,8291,274,1.6,2.8,9690,15035
eRa Clipnode,1802,5.38,20.1,8982,38663,1339,5.62,28.9,4634,18507
12am Schlump,1915,6.53,34.6,5542,23678,467,5.35,28.4,1644,6298
Tw Yusca16,182,1.32,0.9,21386,27889,305,1.47,3.2,9616,13661
ChiLL-.,164,0.89,3.2,5163,4425,204,0.82,3.5,5833,4589
尊 ragisさん,287,2.47,5.8,4936,11462,310,2.41,7.2,4290,9576
SUPERLEAGUE DEAD,375,2.07,4,9354,18624,479,2.48,8.7,5493,12422
Bomﱞb,240,3.21,11.6,2070,5867,955,3.3,18.6,5139,13790
BlitzIMr.Editz,39,1.04,0.9,4290,4407,128,1.46,2.4,5299,7549
777 RenaboDaSosa,115,1.37,1.3,9056,12286,385,2.36,5.3,7284,16311
Scuba Sheep,291,1.3,4.8,6028,7476,237,2.05,6.8,3496,6678
ovLDER 7,306,2.54,3.1,9893,24361,404,3.5,8.9,4525,14437
nadrojب,256,2.23,8.6,2971,6046,1514,3.22,22.3,6787,16974
TTV CokeSmok,35,0.77,1.1,3317,2511,275,0.93,3.8,7316,6552
C Ø N K E R,237,1.71,2.5,9512,15876,337,1.71,4.5,7430,12155
Sparklin Mxrcx,185,1.68,2.7,6857,11220,429,2.02,6.5,6620,12515
idc jerm,1462,3.62,15.3,9581,29375,1049,3.73,15.9,6594,20682
LoseAngeles,318,1.88,2,15766,29039,80,1.87,2.9,2727,4951
VALIFY Pixel,127,1.34,1.5,8464,11154,362,1.62,3.7,9875,15394
Washed ŦLEXX 愛,77,1.34,3.6,2112,2736,313,1.52,4.9,6443,9289
nice1nico,277,2.85,4.8,5794,15706,758,4.92,11.5,6610,28774
Essam-,140,2.15,4,3501,7223,844,2.4,7.9,10738,23769
Ursus Jusfex,415,3.13,8.5,4887,14004,812,3.53,11.4,7125,22309
Magɨc,51,1.35,2.8,1836,2415,266,1.75,5.5,4810,7933
CANNIBAL Z1G4,187,1.88,2.4,7649,14036,320,2.21,3.6,9008,19163
Pree,430,2.64,6.5,6629,16357,468,3.02,8.2,5710,15834
kaivy-,88,1.56,1.8,4899,7486,310,1.89,4.2,7433,13450
Zano Pep,484,2.23,3.4,14428,31067,508,2.45,6.9,7345,16745
Jehda,307,1.47,2,15201,21855,277,1.87,5,5487,9718
Twitch NOTTREVE,131,1.33,1.5,8663,11363,162,1.53,2.4,6816,10183
Just Aqua,206,1.57,8.2,2503,3606,1065,1.87,11.9,8983,14830
SadLithium 父,366,1.42,10.1,3606,4585,451,0.96,6.2,7293,6542
TRS Topher Léon,141,1.28,1.9,7608,9550,293,1.44,4.4,6735,9283
SRN Skydeun,435,3.83,7.9,5507,19410,406,4.03,8.5,4797,17680
ᵀᶠBrᴀfᴀwn〆,79,0.92,1.3,6185,5631,190,1.55,4.2,4564,6775
Coyootee_gr,53,0.79,0.7,7557,5922,63,0.6,1,6506,3892
Rikudo.,88,1.46,0.9,9426,13590,193,1.72,3.5,5566,9256
YT Rustem Koci,170,1.12,1.1,15504,17123,87,1.4,3.1,2766,3744
exeed Ragez7,969,2.54,9.2,10534,24305,709,2.39,12.5,5683,11903
Twitch Snuxfps,321,1.39,3.9,8147,10867,184,1.39,3.1,5910,7941
Steak loves Lau,50,1.42,1.6,3128,4365,366,1.89,6.6,5548,9818
YTRubberduck,6,0.3,0.6,1001,301,95,0.73,3.7,2567,1807
TrevorAhrensTTV,44,0.2,0.3,17444,3435,47,1.09,3.7,1260,1328
ItsLimitless,254,1.94,8.4,3030,5375,786,2.29,13.2,5955,11814
ӝFishyӝ,246,1.19,2.7,9143,10606,318,1.7,3.8,8336,13600
Invictus Stojke.,331,1.72,3.8,8639,14254,383,1.7,5.4,7050,11322
Cоde x2Twins,452,5.06,14.6,3103,13408,1265,8.23,37.2,3399,17553
ttvPastorantoine,147,1.3,1.7,8832,11328,202,1.36,3.3,6062,7970
LucasAriiel,145,1.24,3.6,4072,4858,201,1.13,3.8,5235,5701
Kubuś on Drugsツ,103,0.76,0.9,11736,8815,162,0.93,2.4,6803,6184
Elite Jivi,501,2.7,9.4,5319,13024,639,2.81,11.8,5433,13483
ʀɢʟᴜ,107,1.25,1.8,6038,7437,398,1.65,4.2,9459,14946
BasCB,295,2.41,9.6,3066,6665,805,2.07,8.6,9389,17774
Lé Petit Muniir,158,1.24,1.4,11488,14014,324,1.53,2.7,12072,18031
Chulo-33,29,1.33,1.8,1632,2136,158,1.78,6.1,2610,4366
Maxííí,352,1.29,2.7,13016,16310,304,1.76,5,6048,10091
SW_Ge0Mike,858,1.35,9.6,8934,10939,213,1.17,4.3,5006,5626
r3x4k0,47,0.87,1.9,2488,2133,125,0.57,3.1,4068,2243
Simply Swanky,33,0.92,1,3363,3059,299,1.26,3,10045,12287
jwfΨ,225,2.16,6.8,3321,6683,240,1.87,6.9,3476,6065
T-REKTHØS,9,0.87,1.1,831,715,128,1.04,4.1,3121,3098
Tfx R3HAN,317,2.19,6.2,5094,10465,265,2.02,6.8,3890,7319
DonNagato,148,1.52,1.8,8084,12089,167,2.23,5,3330,7057
PT_TURTOR,253,1.84,5.9,4322,7498,458,2.2,8.8,5192,10405
FaZe ClipΖ,439,2.08,2.7,16214,32844,405,2.11,5.8,6947,13812
アordy ϟ,36,1.02,1.1,3336,3363,206,1.38,3.9,5342,7065
CӇAPU,329,1.83,3.4,9693,17103,230,2.26,4.8,4814,10381
davidsb123,1,0.84,0.2,468,394,86,1.11,2,4326,4700
κιlled βγ αlρhα,143,1.22,1.7,8391,10095,337,1.36,4.4,7740,10083
mcKarlus,8,0.95,0.4,1961,1853,211,1.17,2.7,7917,9043
Twitch SweatBall,225,1.94,2.5,8876,16805,255,2.4,4.6,5487,12579
weem ヅ,204,1.65,4.3,4796,7598,615,3.69,12.4,4956,15999
DoorKey on OF,72,1.11,2.8,2563,2776,307,1.44,6.9,4462,5990
LIDEČKOVJAN PIČO,10,1.2,0.7,1408,1678,313,1.46,3.7,8387,11780
SticksIsHard,59,1.69,2.7,2211,3634,31,1.09,1.8,1701,1824
ᵗᵗᵛ ArgueraSV ʸᵗ,579,2.7,3.6,16056,41854,191,3.31,5.3,3632,11380
HurricaneJoe2019,244,0.68,8.4,2914,1806,171,0.99,6.6,2574,2375
SquirtleLive,139,1.59,1.8,7926,12414,409,1.93,4.7,8612,15848
Tibo544,214,1.49,3.2,6611,9561,758,2.89,11.3,6688,17142
DomenSS,249,1.43,3.4,7295,10068,212,1.86,4.6,4611,8204
わいのショットガンは３０ダメージ,52,2.29,5.1,1023,2224,1478,3.95,25.6,5783,17004
P R Λ X,273,2.02,3.5,7739,15118,392,2.14,5.2,7491,15209
ᵀʷⁱᵗᶜʰRippersan,23,1.35,1.6,1398,1860,213,1.89,4.6,4656,8411
Codigo Drogo,123,1.37,2.5,4939,6580,273,2.27,7.9,3462,7250
fknLEGIT,136,1.42,2.5,5337,7378,388,1.79,4.3,8971,15350
GE D4m ӝ,331,2,4.2,7969,15307,377,2.25,4.9,7764,16649
メHawks,213,2.24,6.5,3294,6896,107,1.13,3,3625,3983
ricardincanayin,96,1.35,1.6,6055,8062,425,2.01,5.5,7748,14747
GeeCBee,83,1.49,3,2795,4038,277,1.77,4.3,6378,10808
herobiscuit,25,1.24,0.6,4391,5414,170,1.73,2.7,6270,10537
Noel Brabo do AM,558,1.74,3.8,14770,24748,205,1.69,4.2,4885,7902
ouver 67,377,2.65,6.1,6179,15389,472,2.97,7.9,6008,16421
FireDrâgon,447,1.6,2.4,18435,28780,18,1.46,1.6,1142,1637
khaznajebemajke,116,1.73,0.8,14862,25485,128,1.86,2.9,4387,7925
VVL Nando,119,1.77,2.8,4313,7441,169,1.53,4.1,4153,6107
elreydelmundo92,72,1.01,1,7420,7446,332,1.71,4.7,7035,11456
노아 aka Noah,289,1.7,2.2,13073,21763,189,1.49,2.7,7117,10332
Swingin-Wood,150,1.04,2.9,5181,5223,98,1.35,1.5,6348,8425
AOS nebs,307,2.93,4.2,7261,20371,354,3.28,7.5,4697,14231
LG Joji,394,3.5,7.7,5118,16531,588,3.35,8.9,6611,20149
ConnectionSuxs,751,0.94,5.5,13705,12234,0,0,0,4,0
RFX_Lox,149,1.5,2.9,5118,7434,362,1.62,6.1,5894,8959
Twitch Ceyrrox,489,1.22,6.7,7337,8381,252,1.44,5.5,4560,6202
al hamdullah,133,1.78,1.3,10387,18235,262,2.35,4.3,6095,13696
Javi-Burgos,22,0.58,1.8,1217,699,199,0.94,3.2,6284,5744
CG Cryptic,252,1.61,1.9,13501,21271,263,1.9,3.8,6922,12623
Faquı,548,3.65,11.8,4635,14937,477,4.4,18.2,2620,9421
Sartori meu freg,198,1.61,1.4,14060,22334,268,1.65,3.7,7246,11482
Dark is Gucci,284,2.73,7.9,3583,9013,623,3.09,10.7,5830,16110
DaNya ау лол ӝ,80,1.51,1.6,5133,7618,339,1.99,5.1,6585,12434
semisoft25inch,934,1.17,10.7,8697,9072,259,1.1,5.8,4439,4588
bushinhö,194,1.03,2.2,8758,8850,211,1.16,3.7,5643,6328
im bloom,26,2.03,3.5,736,1440,321,2.86,7.8,4117,10842
Twitch kaOzs_,396,3.42,13.2,3001,8911,491,2.91,10.2,4837,12628
slxyher,310,1.69,5.1,6035,9679,1367,3.34,15.1,9046,25626
RD-Antony,71,1.1,1.9,3763,4048,904,3.3,16.5,5475,15107
O-HO-HO-HOǃ,161,1.68,2.3,7105,11661,380,2.87,8.2,4657,12259